queue_order	person_id	name_normalized	ambiguity_group_id	mode	source_gate	source_queue_order	decision	identity_anchor_url	research_url	evidence_url	research_note
3138	FC2515-P22-R0057	李岳德	ANG-1356	REUSE_SEALED_UNRESOLVED	W3-BATCH-0052	3116	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gz/202209/t20220901_312934.html			REUSE_UNRESOLVED
3139	FC2515-P22-R0058	谭亦先	ANG-1363	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gz/202209/t20220901_312934.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3140	FC2515-P22-R0059	潘晓燕	ANG-1360	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gz/202209/t20220901_312934.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3141	FC2515-P22-R0060	杨从明	ANG-1358	REUSE_SEALED_CONFIRMED	W3-BATCH-0052	3117	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gz/202209/t20220901_312934.html	https://gz.people.com.cn/n2/2026/0824/c372082-41676237.html	https://gz.people.com.cn/n2/2026/0824/c372082-41676237.html	REUSE_CONFIRMED
3142	FC2515-P22-R0061	陈广臣	ANG-1364	REUSE_SEALED_CONFIRMED	W3-BATCH-0052	3118	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gz/202209/t20220901_312934.html	https://www.sohu.com/a/1027956651_121106902	https://www.sohu.com/a/1027956651_121106902	REUSE_CONFIRMED
3143	FC2515-P22-R0064	张雷	ANG-1355	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gz/202209/t20220901_312934.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3144	FC2515-P22-R0076	张春新	ANG-1354	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gz/202209/t20220901_312934.html			2026_ROLE_TRANSITION_NO_DETERMINISTIC_CURRENT_ORG_TITLE
3145	FC2515-P23-R0002	高峰	ANG-1482	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://invest.yn.gov.cn/xxdt/gzdt/202601/t20260122_3204859.html	https://invest.yn.gov.cn/xxdt/gzdt/202601/t20260122_3204859.html	CURRENT_2026_GOVERNMENT_SOURCE_CONFIRMATION
3146	FC2515-P23-R0003	潘红伟	ANG-1437	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION_ROLE_UPDATE
3147	FC2515-P23-R0004	邓恒源	ANG-1465	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3148	FC2515-P23-R0005	岳黎松	ANG-1387	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://dszh.org.cn/4/30238/2216921	https://dszh.org.cn/4/30238/2216921	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3149	FC2515-P23-R0006	牟洪操	ANG-1438	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://yfao.yn.gov.cn/wsdt/jlhz/202607/t20260710_3198673.html	https://yfao.yn.gov.cn/wsdt/jlhz/202607/t20260710_3198673.html	CURRENT_2026_GOVERNMENT_SOURCE_CONFIRMATION
3150	FC2515-P23-R0007	康劲	ANG-1389	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.yn21st.cn/content/25227.html	https://www.yn21st.cn/content/25227.html	CURRENT_2026_FEDERATION_SOCIAL_SOURCE_REPRINT
3151	FC2515-P23-R0008	董林	ANG-1454	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			CURRENT_COMPANY_HIT_WITHOUT_SAFE_PROVINCE_FEDERATION_IDENTITY_BRIDGE
3152	FC2515-P23-R0009	阮鸿献	ANG-1474	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3153	FC2515-P23-R0010	李彪	ANG-1414	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3154	FC2515-P23-R0011	张金炉	ANG-1398	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3155	FC2515-P23-R0012	刘军	ANG-1372	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3156	FC2515-P23-R0013	李如华	ANG-1411	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3157	FC2515-P23-R0014	杨利荣	ANG-1424	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3158	FC2515-P23-R0015	陆学伟	ANG-1475	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3159	FC2515-P23-R0016	彭金国	ANG-1399	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3160	FC2515-P23-R0017	蔡俊丰	ANG-1457	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3161	FC2515-P23-R0018	钟祥刚	ANG-1472	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3162	FC2515-P23-R0019	孔令涌	ANG-1386	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3163	FC2515-P23-R0020	马柱宽	ANG-1481	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3164	FC2515-P23-R0021	沈长虹	ANG-1434	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3165	FC2515-P23-R0022	施競	ANG-1402	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			CURRENT_COMPANY_HIT_WITHOUT_SAFE_PROVINCE_FEDERATION_IDENTITY_BRIDGE
3166	FC2515-P23-R0023	何祖训	ANG-1368	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3167	FC2515-P23-R0024	刘长战	ANG-1373	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			CURRENT_COMPANY_HIT_WITHOUT_SAFE_PROVINCE_FEDERATION_IDENTITY_BRIDGE
3168	FC2515-P23-R0025	曹荣根	ANG-1406	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3169	FC2515-P23-R0026	潘红伟	ANG-1437	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION_ROLE_UPDATE
3170	FC2515-P23-R0027	邓恒源	ANG-1465	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3171	FC2515-P23-R0028	岳黎松	ANG-1387	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://dszh.org.cn/4/30238/2216921	https://dszh.org.cn/4/30238/2216921	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3172	FC2515-P23-R0029	牟洪操	ANG-1438	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://yfao.yn.gov.cn/wsdt/jlhz/202607/t20260710_3198673.html	https://yfao.yn.gov.cn/wsdt/jlhz/202607/t20260710_3198673.html	CURRENT_2026_GOVERNMENT_SOURCE_CONFIRMATION
3173	FC2515-P23-R0030	康劲	ANG-1389	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.yn21st.cn/content/25227.html	https://www.yn21st.cn/content/25227.html	CURRENT_2026_FEDERATION_SOCIAL_SOURCE_REPRINT
3174	FC2515-P23-R0031	李莹	ANG-1422	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3175	FC2515-P23-R0032	赵金才	ANG-1463	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3176	FC2515-P23-R0033	吴登刚	ANG-1379	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3177	FC2515-P23-R0034	张跃进	ANG-1397	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3178	FC2515-P23-R0035	李卫东	ANG-1410	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3179	FC2515-P23-R0036	李玉明	ANG-1419	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3180	FC2515-P23-R0037	李学	ANG-1412	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
