queue_order	person_id	name_normalized	ambiguity_group_id	mode	source_gate	source_queue_order	decision	identity_anchor_url	research_url	evidence_url	research_note
3373	FC2515-P23-R0337	沈长虹	ANG-1434	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3253	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3374	FC2515-P23-R0340	张一林	ANG-1391	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3254	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			CURRENT_2026_COMPANY_HIT_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
3375	FC2515-P23-R0343	张华	ANG-1392	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3255	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3376	FC2515-P23-R0347	张金炉	ANG-1398	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3256	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3377	FC2515-P23-R0349	张春发	ANG-1395	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3257	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3378	FC2515-P23-R0352	张艳红	ANG-1396	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3258	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			SAME_NAME_OR_CROSS_CONTEXT_HITS_REJECTED_NO_SAFE_IDENTITY_BRIDGE
3379	FC2515-P23-R0355	张家云	ANG-1393	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3259	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3380	FC2515-P23-R0357	张跃进	ANG-1397	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3260	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.dszh.org.cn/4/31291/2211860	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3381	FC2515-P23-R0360	张慧	ANG-1394	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3261	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.ynshlm.com/wzdetail/12265	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3382	FC2515-P23-R0362	陆学伟	ANG-1475	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3262	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.dszh.org.cn/4/31291/2211860	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3383	FC2515-P23-R0366	陈文庄	ANG-1477	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3263	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3384	FC2515-P23-R0369	陈亚	ANG-1476	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3264	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			CURRENT_2026_COMPANY_HIT_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
3385	FC2515-P23-R0371	陈苏根	ANG-1478	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3265	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.sohu.com/a/982934923_121106902	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3386	FC2515-P23-R0377	陈辉	ANG-1479	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3266	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3387	FC2515-P23-R0383	邰先菊	ANG-1467	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3267	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3388	FC2515-P23-R0384	苗勇波	ANG-1451	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3268	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3389	FC2515-P23-R0385	范永文	ANG-1452	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3269	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3390	FC2515-P23-R0386	范雯森	ANG-1453	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3270	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3391	FC2515-P23-R0396	罗晓祥	ANG-1448	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3271	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3392	FC2515-P23-R0400	和福宝	ANG-1383	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3272	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3393	FC2515-P23-R0403	岳黎松	ANG-1387	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3273	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://dszh.org.cn/4/30238/2216921	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3394	FC2515-P23-R0406	周志雯	ANG-1381	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3274	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3395	FC2515-P23-R0408	周荣先	ANG-1382	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3275	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3396	FC2515-P23-R0411	郑宝姜	ANG-1469	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3276	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3397	FC2515-P23-R0412	郑晓城	ANG-1470	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3277	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.dszh.org.cn/4/31291/2211860	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3398	FC2515-P23-R0418	赵金才	ANG-1463	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3278	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.dszh.org.cn/4/31291/2211860	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3399	FC2515-P23-R0422	赵彬	ANG-1461	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3279	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3400	FC2515-P23-R0423	赵晗	ANG-1462	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3280	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3401	FC2515-P23-R0426	胡建普	ANG-1449	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3281	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3402	FC2515-P23-R0427	胡春兰	ANG-1450	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3282	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3403	FC2515-P23-R0428	柏冠羽	ANG-1431	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3283	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3404	FC2515-P23-R0430	钟祥刚	ANG-1472	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3284	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3405	FC2515-P23-R0431	段仕武	ANG-1432	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3285	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3406	FC2515-P23-R0435	施更生	ANG-1401	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3286	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3407	FC2515-P23-R0437	施競	ANG-1402	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3287	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			CURRENT_COMPANY_HIT_WITHOUT_SAFE_PROVINCE_FEDERATION_IDENTITY_BRIDGE
3408	FC2515-P23-R0439	姜涛	ANG-1385	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3288	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3409	FC2515-P23-R0440	洪云龙	ANG-1435	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3289	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3410	FC2515-P23-R0445	袁荣	ANG-1458	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3290	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			CURRENT_2026_COMPANY_HIT_WITHOUT_SAFE_PROVINCE_FEDERATION_IDENTITY_BRIDGE
3411	FC2515-P23-R0449	晋波	ANG-1403	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3291	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3412	FC2515-P23-R0451	晏雁	ANG-1404	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3292	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3413	FC2515-P23-R0456	高峰	ANG-1482	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3293	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://invest.yn.gov.cn/xxdt/gzdt/202601/t20260122_3204859.html	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3414	FC2515-P23-R0458	高绍阳	ANG-1483	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3294	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3415	FC2515-P23-R0460	郭忠诚	ANG-1471	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3295	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.kmust.edu.cn/info/1011/56424.htm	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3416	FC2515-P23-R0466	黄正发	ANG-1485	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3296	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3417	FC2515-P23-R0471	曹荣根	ANG-1406	REUSE_SEALED_UNRESOLVED	W3-BATCH-0055	3297	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3418	FC2515-P23-R0475	银康	ANG-1473	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3298	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.foshannews.net/h/5896/20260318/855325.html	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3419	FC2515-P23-R0476	康劲	ANG-1389	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3299	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.yn21st.cn/content/25227.html	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3420	FC2515-P23-R0478	章建军	ANG-1446	REUSE_SEALED_CONFIRMED	W3-BATCH-0055	3300	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.sohu.com/a/997306120_121106902	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
