queue_order	person_id	name_normalized	ambiguity_group_id	mode	source_gate	source_queue_order	decision	identity_anchor_url	research_url	evidence_url	research_note
3332	FC2515-P23-R0234	邢利元	ANG-1466	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3212	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3333	FC2515-P23-R0239	朱光荣	ANG-1408	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3213	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3334	FC2515-P23-R0246	庄哲阳	ANG-1388	REUSE_SEALED_CONFIRMED	W3-BATCH-0054	3214	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://finance.sina.com.cn/wm/2026-08-24/doc-inipkriy6261620.shtml	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3335	FC2515-P23-R0250	刘长战	ANG-1373	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3215	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			CURRENT_COMPANY_HIT_WITHOUT_SAFE_PROVINCE_FEDERATION_IDENTITY_BRIDGE
3336	FC2515-P23-R0252	刘军	ANG-1372	REUSE_SEALED_CONFIRMED	W3-BATCH-0054	3216	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.dszh.org.cn/4/31291/2211860	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3337	FC2515-P23-R0255	阮鸿献	ANG-1474	REUSE_SEALED_CONFIRMED	W3-BATCH-0054	3217	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.dszh.org.cn/4/31291/2211860	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3338	FC2515-P23-R0258	牟洪操	ANG-1438	REUSE_SEALED_CONFIRMED	W3-BATCH-0054	3218	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://yfao.yn.gov.cn/wsdt/jlhz/202607/t20260710_3198673.html	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3339	FC2515-P23-R0264	李军	ANG-1409	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3219	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			SAME_NAME_HIGH_AMBIGUITY_NO_SUFFICIENT_BRIDGED_CURRENT_2026_EVIDENCE
3340	FC2515-P23-R0265	李满	ANG-1418	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3220	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			CURRENT_LOCAL_FEDERATION_HIT_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
3341	FC2515-P23-R0267	李卫东	ANG-1410	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3221	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3342	FC2515-P23-R0269	李玉明	ANG-1419	REUSE_SEALED_CONFIRMED	W3-BATCH-0054	3222	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.dszh.org.cn/4/31291/2211860	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3343	FC2515-P23-R0270	李正华	ANG-1417	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3223	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3344	FC2515-P23-R0275	李如华	ANG-1411	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3224	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3345	FC2515-P23-R0276	李红梅	ANG-1420	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3225	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3346	FC2515-P23-R0279	李青艳	ANG-1423	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3226	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3347	FC2515-P23-R0281	李枝官	ANG-1416	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3227	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3348	FC2515-P23-R0284	李学	ANG-1412	REUSE_SEALED_CONFIRMED	W3-BATCH-0054	3228	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.dszh.org.cn/4/31291/2211860	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3349	FC2515-P23-R0291	李莹	ANG-1422	REUSE_SEALED_CONFIRMED	W3-BATCH-0054	3229	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://finance.sina.com.cn/roll/2026-03-29/doc-inhssfpw7131751.shtml	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3350	FC2515-P23-R0293	李彪	ANG-1414	REUSE_SEALED_CONFIRMED	W3-BATCH-0054	3230	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.dszh.org.cn/4/31291/2211860	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3351	FC2515-P23-R0294	李维峰	ANG-1421	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3231	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3352	FC2515-P23-R0295	李斌	ANG-1415	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3232	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			SAME_NAME_HIGH_AMBIGUITY_NO_SUFFICIENT_BRIDGED_CURRENT_2026_EVIDENCE
3353	FC2515-P23-R0296	李富贵	ANG-1413	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3233	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3354	FC2515-P23-R0302	杨四龙	ANG-1425	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3234	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			BRIDGED_2025_COMPANY_ROLE_NOT_CURRENT_2026_ENOUGH
3355	FC2515-P23-R0304	杨利荣	ANG-1424	REUSE_SEALED_CONFIRMED	W3-BATCH-0054	3235	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.dszh.org.cn/4/31291/2211860	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3356	FC2515-P23-R0305	杨应宝	ANG-1426	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3236	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3357	FC2515-P23-R0308	杨建敏	ANG-1427	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3237	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3358	FC2515-P23-R0310	杨艳	ANG-1430	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3238	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3359	FC2515-P23-R0311	杨朝文	ANG-1428	REUSE_SEALED_CONFIRMED	W3-BATCH-0054	3239	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html		https://www.dszh.org.cn/4/31291/2211860	EXACT_AMBIGUITY_GROUP_PROVINCE_NAME_REUSE_OF_SEALED_PASS
3360	FC2515-P23-R0312	杨朝雄	ANG-1429	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3240	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
